StoreId,StoreName,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location
aov6,,"Boba Milk and Tea PH Hub, Ayala Malls the 30th",Filipino,0.0,0,pasig city,
bhsz,,Denny's - Estancia,American,0.0,0,pasig city,
vrcy,,Modern Shanghai - Estancia,Chinese,0.0,0,pasig city,
m9h0,,Paik's Coffee - Ayala Malls The 30th,Beverages,0.0,0,pasig city,
cmt2,,Mano Chicken - Amang Rodriguez,Fried Chicken,4.6,43,pasig city,
p3aw,,Caramia Cakes & Gelato - Estancia,Cakes,5.0,835,pasig city,
eye6,,Wealth Tea,Filipino,0.0,0,pasig city,
uqdm,,Aboy's Fresh Lumpia - Ayala Malls The 30th,Filipino,5.0,65,pasig city,
kphg,,Samgyupsalamat - SM East Ortigas,BBQ,4.3,10,pasig city,
kxz2,,Texas Roadhouse - Estancia,American,0.0,0,pasig city,
nys7,,Kobi Bayan 24/7 - Pasig,Filipino,5.0,318,pasig city,
gz6o,,Don Benito's - Pasig B,Cakes,5.0,271,pasig city,
dxec,,Nuts About Candy - Estancia,Desserts,0.0,0,pasig city,
huce,,R. Lapid's Chicharon and Barbecue - Super 8 Ortigas Extension,Snacks,5.0,42,pasig city,
rhcw,,TGI Fridays - Estancia,American,0.0,0,pasig city,
ffjv,,Mad Brews - Pasig Sandoval,Coffee,0.0,0,pasig city,
q9qy,,S&R New York Style Pizza - Ayala the 30th,Pizza,5.0,6373,pasig city,
q3eu,,Lartizan - Ayala Malls The 30th,Bread,5.0,161,pasig city,
t2cb,,KAFFA Cafe,Coffee,0.0,0,pasig city,
h6x1,,Marinduquenos Litson Manok - South Super Market Amang Rodriguez Pasig City,Chicken,0.0,0,pasig city,
r8dj,,Belly Good - Dona Juliana,Filipino,4.9,999,pasig city,
ajdg,,Heavenly Desserts by Chef Jeng - Ayala Malls The 30th,Cakes,5.0,55,pasig city,
j8i0,,Manam - Estancia,Filipino,4.9,111,pasig city,
dtoe,,Frazz Bar and Restaurant - Metrowalk Commercial Complex,Filipino,0.0,0,pasig city,
k03m,,MOMOYO ICE CREAM & ICED COFFEE SM City East Ortigas,Ice Cream,5.0,59,pasig city,
zrar,,The Sandwich Guy - SM EAST Ortigas,Sandwiches,5.0,33,pasig city,
akwj,,Modern Table (Capitol Commons Pasig),Filipino,0.0,0,pasig city,
dpi9,,Juju Eats - Exchange Regency,Salads,0.0,0,pasig city,
a4bn,,Breakfast Club - Pasig,Filipino,5.0,1508,pasig city,
xkrl,,Stella's Pizza - Bilog,Asian,0.0,0,pasig city,
h2id,,Zark's Burgers - SM East Ortigas,American,5.0,691,pasig city,
gnzx,,Kaya Restaurant - Capitol Commons,Korean,5.0,98,pasig city,
s79a,,Kim King's Kitchen - Canley Road,Healthy,4.9,51,pasig city,
gfbl,,Mazendo x Chatime - Capital Commons,Milk Tea,4.9,121,pasig city,
r1is,,Michelle's Putong Ube - Pasig,Filipino,5.0,76,pasig city,
cilv,,Candy Corner - Estancia,Desserts,0.0,0,pasig city,
q1ct,,Brothers Burger - Ayala Malls The 30th,Burgers,5.0,607,pasig city,
mllg,,Italianni's - Estancia,Italian,0.0,0,pasig city,
qqt0,,Macao Imperial Tea - SM East Ortigas,Beverages,5.0,401,pasig city,
t23t,,Tokyo Prime - Bagong Ilog,Silog,0.0,0,pasig city,
m9xd,,Pho Hoa - Estancia,Noodles,5.0,372,pasig city,
g6cs,,Habit Food Group Mix - Kapitolyo,Rice Bowl,5.0,825,pasig city,
nzla,,Matsuri Bento - Kapitolyo,Japanese,5.0,1269,pasig city,
xa3n,,Sbarro - Estancia Mall,Pizza,5.0,275,pasig city,
hitw,,Victoria Bites - Hillcrest Drive,Filipino,5.0,1771,pasig city,
qvm5,,Orchids Hotel - Bagong Ilog,Filipino,5.0,781,pasig city,
hu40,,You Are Well - Canley Road,Rice Bowl,0.0,0,pasig city,
aac3,,J&G Fried Chicken and Gong cha - Estancia,Fried Chicken,5.0,132,pasig city,
xkqe,,Double B Burgers - Pasig C5,Burgers,4.9,528,pasig city,
e6tq,,Bowlsome Healthy Bowls - Pasig,Healthy,5.0,2344,pasig city,
f1op,,Boba Ka Tea - Kapasigan,Milk Tea,4.5,158,pasig city,
eyz1,,Go Gourmand - Bagong Ilog Pasig,Silog,4.8,111,pasig city,
gu9b,,Bistro Bowlstar - Pasig,Sisig,0.0,0,pasig city,
r8an,,Gong cha - Technopoint,Milk Tea,5.0,723,pasig city,
dwwl,,Lechon Belly Kitchen - SM East Ortigas,Lechon,0.0,0,pasig city,
ccbh,,Manam's Pancit Pancitan - Estancia,Filipino,4.9,27,pasig city,
a7js,,The Meating Place Korean BBQ Grill Co - Sandoval Ave.,Japanese,4.9,258,pasig city,
irx4,,Señor Birria - Barangay Palatiw,Wraps,4.9,757,pasig city,
q1vw,,Max's Restaurant - Pasig Downtown,Chicken,4.1,47,pasig city,
iqdb,,Master Gaw 24/7 - Pasig,Filipino,5.0,792,pasig city,
q2xz,,Ramen Nagi x Tendon Akimitsu - Ayala Malls The 30th,Ramen,4.9,185,pasig city,
w77c,,RedHouse Hotpot - Estancia Mall,Seafood,0.0,0,pasig city,
kv86,,TastyWeengs Chicken House - Countryside,Filipino,4.9,29,pasig city,
ltk1,,Buko Express - Ayala Malls The 30th,Fruit Shake,5.0,53,pasig city,
fquv,,Makiko Express - The 30th,Sushi,0.0,0,pasig city,
g305,,Tiong Bahru Boneless Hainanese Chicken Rice - Estancia,Chicken,5.0,206,pasig city,
q7rc,,Persiana - Ortigas Technopoint,Middle Eastern,5.0,718,pasig city,
fpbl,,New Rosal Hotel - Bagong Ilog,Pancit,5.0,52,pasig city,
q0cu,,Shrimp Bucket - Ayala Malls The 30th,Seafood,4.8,86,pasig city,
z0ii,,The Kebab Co. - Kapitolyo,Shawarma,5.0,1257,pasig city,
unk6,,Domino's Pizza - Pasig Bayan,Pizza,4.9,1092,pasig city,
s1gl,,Tokyo Milk Cheese Factory - Estancia,Ice Cream,5.0,576,pasig city,
r9rn,,Tim Hortons - Estancia,Coffee,5.0,14407,pasig city,
kpm0,,101 Korean Sandwich x 101 Korean Hotdog - Estancia,Corndogs,5.0,58,pasig city,
uh13,,Kungfu-Mulutan - Bagong Ilog,Silog,0.0,0,pasig city,
s6un,,Mean Greens - Pasig,Salads,5.0,2297,pasig city,
diw7,,Oink - Rockwell Business Center Ortigas,Filipino,0.0,0,pasig city,
q6bw,,O' Banh Mi - Ayala 30th,Snacks,5.0,110,pasig city,
g5ex,,Fah Tea Cool Milktea Shop - Elpidio Santos,Milk Tea,5.0,295,pasig city,
rt97,,Angkan Coffee - Capitol Commons,Coffee,5.0,85,pasig city,
m24t,,J’s Hideout Grill & Restaurant - Sandoval Ave,BBQ,4.7,203,pasig city,
f18a,,KMARKET PH - Skyway Twin Towers,Korean,5.0,57,pasig city,
fbrj,,CoCo Fresh Tea & Juice - Estancia Mall,Milk Tea,5.0,4577,pasig city,
k5zc,,Gourmet Silog - Bagong Ilog Pasig,Silog,4.9,278,pasig city,
y9pe,,YoCoco - SM City East,Ice Cream,0.0,0,pasig city,
db5d,,KK Burger - Capitol Commons Park,Desserts,0.0,0,pasig city,
r1um,,Nid's Balot 'n Bilao - Shaw Hillcrest,Filipino,5.0,2958,pasig city,
muiq,,Dolce Mango - Alfonso Sandoval Avenue,Fruit Shake,4.9,113,pasig city,
z0m2,,8785 Cafe & Bakery - Market Avenue,Beverages,4.9,21,pasig city,
vho0,,Smashing Lemons - SM East Ortigas,Beverages,0.0,0,pasig city,
r4kg,,Banana Leaf - Estancia Mall,Thai,5.0,688,pasig city,
qojj,,POPS Wings and Ribs - Bagong Ilog Pasig,Silog,0.0,0,pasig city,
v2u2,,Grilled Burger Factory - Bagong Ilog,Burgers,5.0,132,pasig city,
dsb1,,Happy Cup - SM City East Ortigas,Milk Tea,5.0,56,pasig city,
vddz,,Mr. Liempo - Pasig,Filipino,5.0,10,pasig city,
hvzt,,Egg Stop - SM East Ortigas,Sandwiches,5.0,48,pasig city,
rwp6,,Morgan Kaffe,Coffee,0.0,0,pasig city,
f5r3,,Gu-Gu Manju - Estancia Mall,Snacks,5.0,22,pasig city,
dctd,,Eataewon - The Sapphire Bloc,Korean,0.0,0,pasig city,
oyfm,,Bigbrew - Bagong Ilog,Milk Tea,5.0,218,pasig city,
vthh,,Bulalo World - Bagong Ilog C5,Soups,4.9,762,pasig city,
q0ii,,Yellow Cab - Emerald Avenue,Pizza,5.0,826,pasig city,
z0vi,,BreadTalk - SM City East Ortigas,Sandwiches,5.0,77,pasig city,
r3u9,,SaladStop! - Estancia Mall,Salads,5.0,26,pasig city,
zgjh,,Bang Bang Special Crispy Bangus - Kapitolyo,Lechon,4.7,15,pasig city,
r1go,,The Coffee Bean & Tea Leaf - Ortigas Park,Coffee,5.0,591,pasig city,
q5ju,,Cinnabon - Estancia Mall,Bread,5.0,598,pasig city,
hacw,,Soi Chicken - Estancia Mall,Thai,4.8,17,pasig city,
u3bo,,Mang Inasal - Pasig Market,Chicken,5.0,7608,pasig city,
h8jo,,Mister Donut - Caruncho Avenue,Donut,5.0,337,pasig city,
naab,,Buffalo Wild Wings - Estancia,Japanese,0.0,0,pasig city,
ixva,,Koomi - SM City East Ortigas,Beverages,5.0,254,pasig city,
v1ss,,Sisig Sa Rada - Framar Center,Filipino,4.9,95,pasig city,
q5ax,,Auntie Anne's - Pasig,Bread,5.0,735,pasig city,
aq6a,,Luk Yuen - Capitol Commons,Chinese,5.0,822,pasig city,
l3ln,,Great Mango - Ortigas,Fruit Shake,5.0,912,pasig city,
yaz5,,Yaki Yaki - San Nicolas,Japanese,5.0,848,pasig city,
uveq,,ZUS Coffee - The Sapphire Bloc,Coffee,5.0,107,pasig city,
uwox,,Uncle John's - Pasig Boulevard,Chicken,5.0,89,pasig city,
kc4i,,Pares Retiro Kalye Express - Shaw,Pares,4.9,659,pasig city,
gf1b,,Sisig Stop - Pasig,Sisig,4.4,18,pasig city,
esjk,,K-Chicken House Korean Fried Chicken - Industria Street,Ramen,4.9,841,pasig city,
r5zl,,SaLang Restaurant - Ortigas Center,Korean,5.0,3052,pasig city,
s9we,,Kenny Rogers Roasters - Pasig Boulevard Kapitolyo,Chicken,5.0,1964,pasig city,
einm,,Johnn Lemon - Unimart Capitol Commons,Beverages,5.0,124,pasig city,
ocmu,,B1T1 Takeaway Coffee - Capitol Commons,Coffee,5.0,72,pasig city,
a3hr,,Miguelito's Avocado Locco - SM City East,Ice Cream,5.0,236,pasig city,
s5vz,,Tully's Coffee - Exchange Regency Building,Coffee,4.8,100,pasig city,
h3sk,,Kalsada Burger - Kapasigan,Burgers,5.0,252,pasig city,
mux6,,Sinangag Club - Caruncho,Filipino,4.1,19,pasig city,
w8pz,,Persaro's Cafe - Julia Vargas,Coffee,4.6,85,pasig city,
kmdq,,King Sisig - Bagong Ilog C5,Sisig,4.8,626,pasig city,
nk5j,,"But First, Coffee - Mabini Pasig",Coffee,5.0,52,pasig city,
dd5a,,Twistea - Manggahan Branch,Milk Tea,0.0,0,pasig city,
q9ck,,Motorino Napoletana Pizzeria - Estancia,Pizza,4.9,495,pasig city,
mjpl,,Ronstan and Ryan Cafe - Caruncho Avenue,Beverages,0.0,0,pasig city,
q2nk,,Shi Lin - Estancia,Chinese,5.0,341,pasig city,
o8pf,,Good Don - Unimart Capitol Commons,Japanese,5.0,53,pasig city,
r6by,,Kape Sur - Phil. Stock Exchange Pasig,Coffee,5.0,515,pasig city,
u5wy,,Buddy's Pancit Lucban at Longganisang Lucban - Tycoon Building,Filipino,5.0,1242,pasig city,
q257,,Popeyes Chicken - Strata 2000,Chicken,4.9,1109,pasig city,
b3lo,,Meokja Ramenyeon Cafe  - Sandoval Avenue,Ramen,5.0,25,pasig city,
c7qt,,Tomatito - Estancia,American,0.0,0,pasig city,
q1cq,,Señor Pollo - Ortigas,Chicken,5.0,1967,pasig city,
m2za,,"RnR’s Grilled Burgers, Unlimited Wings, and Pasta - Malinao Pasig",Burgers,4.6,29,pasig city,
qgyw,,Chimmy - Unimart Capitol Commons,Milk Tea,0.0,0,pasig city,
gbdz,,Noodle House - Kapasigan,Chinese,0.0,0,pasig city,
cx2i,,Yujun Korean Food Mart - Evangelista,Korean,5.0,188,pasig city,
rgno,,Hungry Humans - Sandoval Avenue,Chicken Wings,5.0,76,pasig city,
t0de,,Fresh Deli - SM City East Ortigas,Fruit Shake,5.0,161,pasig city,
my7c,,Buko Juan - Strata 2000 Building,Fruit Shake,0.0,0,pasig city,
s7lm,,BonChon - SM East Ortigas,Chicken,5.0,5494,pasig city,
wrua,,Papak Master - Pasig,Filipino,0.0,0,pasig city,
d3aq,,Max Mango - San Nicolas,Milk Tea,5.0,3429,pasig city,
pq5z,,XO 46 Heritage Bistro - Estancia,Filipino,0.0,0,pasig city,
m0ps,,Lawson Cup & Go - Jollibee Tower,Coffee,0.0,0,pasig city,
c0ft,,Egg Bomb - Industria Street,Sandwiches,4.9,647,pasig city,
aqn9,,Hummus x Wings - Escriva Drive,,0.0,0,pasig city,
sxlu,,Katsu Curry House - Industria Street,Milk Tea,4.7,601,pasig city,
v7co,,Lemon Stop - SM City East Ortigas,Beverages,5.0,344,pasig city,
nb6j,,Soy & Bean and Balai Pandesal - 8137 Plaza,Healthy,5.0,397,pasig city,
nuo5,,Better Kitchen-Express Restaurant - Mabini Extension,Biryani,4.9,377,pasig city,
n0mx,,Starbucks - SM East Ortigas,Coffee,5.0,2821,pasig city,
wlr4,,Bayani Busog Bowls - Bagong Ilog C5,Filipino,0.0,0,pasig city,
ef8e,,Chansel Pizza Haus - Lianas Supermarket and Dept. Store - Pasig,Pizza,4.9,188,pasig city,
ywz6,,Cafe Nona Pasig,Asian,5.0,111,pasig city,
n0dx,,Kuya J - SM Ortigas East,Filipino,5.0,914,pasig city,
ll91,,Ferino's Bibingka Original - Unimart Capitol Commons,Filipino,5.0,77,pasig city,
x9qm,,Elevate Bistro Lounge - Sapphire Road,Ulam,0.0,0,pasig city,
fx0d,,Rice Republik - Pasig,Korean,0.0,0,pasig city,
m6kl,,Binalot - Hanston,Filipino,4.9,180,pasig city,
nvnp,,Chixaholic - M. H. Del Pilar Street,Chicken,0.0,0,pasig city,
hr89,,Halo Halo of the Year - Industria Street,Coffee,4.9,731,pasig city,
z1jx,,The Happy Chef - Linden Suites,,5.0,17,pasig city,
goo4,,TOMORO COFFEE - Padilla Ortigas,Beverages,4.9,28,pasig city,
dmo5,,Turks - Grand Emerald Tower,Shawarma,0.0,0,pasig city,
z2pr,,Du Hsiao Yueh - SM East Ortigas,Asian,0.0,0,pasig city,
q1pt,,Burger King - Raffles Bldg Emerald Ave,Burgers,5.0,5793,pasig city,
pjku,,3R's BBQ - Malinao Pasig,BBQ,0.0,0,pasig city,
rd8h,,Don Ramon's Old School Sisig House,Fast Food,0.0,0,pasig city,
gtjd,,Joee Real Yogurt - Unimart Capital Commons,Beverages,0.0,0,pasig city,
nkm4,,Kraken Takoyaki - Capitol Commons Park,Takoyaki,0.0,0,pasig city,
r9uq,,Farinas Ilocos Empanada - Pasig Blvd,Filipino,5.0,1001,pasig city,
yj7g,,P. Donuts - Hanston Building,Cakes,4.9,18,pasig city,
h4qp,,Moonleaf Tea Shop - Tektite Tower,Milk Tea,2.9,32,pasig city,
v9ai,,Polland Hopia - Unimart Capitol Commons,Desserts,5.0,227,pasig city,
jitd,,Boba Milktea by Kowloon House - Pasig Blvd (formerly Maybunga),Milk Tea,4.9,63,pasig city,
a5hg,,Earl of Sandwich - Estancia Mall,Sandwiches,5.0,163,pasig city,
kokz,,Cookies by the Bucket - Capitol Commons Park,Desserts,0.0,0,pasig city,
f4vj,,Gang Gang Boneless Fried Chicken - SM East Ortigas,Chicken Wings,0.0,0,pasig city,
hu6l,,RNC Eats-Pasig City,Filipino,0.0,0,pasig city,
q4mj,,JiPan - Estancia,Sandwiches,5.0,973,pasig city,
inop,,Farmery Resto - Estancia Mall at Capitol Commons,American,5.0,63,pasig city,
g5mv,,Sushi Moshi - Unimart Capitol Commons,Sushi,5.0,174,pasig city,
fbql,,NYFD (New York Fries and Dips) - SM City East Ortigas,Fries,0.0,0,pasig city,
vuwg,,Firepig Cafe - Grand Emerald Tower,Silog,0.0,0,pasig city,
cpmq,,Dinaks Restaurant - The Green Zone,Fast Food,0.0,0,pasig city,
auus,,Buchi and Co. - 18 Maria Street,Snacks,0.0,0,pasig city,
d29x,,The Holy Crab PH,Seafood,0.0,0,pasig city,
md9y,,Kakaibeans - Pasig,Coffee,0.0,0,pasig city,
sesr,,Yummy Tokyo - Kapitolyo,Japanese,4.9,262,pasig city,
q8qf,,Main Street - Kapitolyo,American,5.0,1548,pasig city,
cppj,,Beans Riyal Food and Refreshment Hub,Filipino,0.0,0,pasig city,
gqfy,,Persia Grill Express - Kapitolyo,Middle Eastern,0.0,0,pasig city,
qu7n,,Cotti Coffee - Ecomax,Coffee,0.0,0,pasig city,
x7az,,Caution Hot! 警告辣 Spicy Noodle House - Capitol Drive,Japanese,5.0,959,pasig city,
ndxe,,Sachun Sung Restaurant - Pearl Plaza,Noodles,5.0,320,pasig city,
aiqe,,Wing Express - Urbano Velasco Avenue,Fried Chicken,5.0,57,pasig city,
ce1n,,Babaghanoosh! - Kapitolyo,Shawarma,5.0,86,pasig city,
n0ig,,Glam House of Gourmet - United Glorietta,Kare Kare,4.8,291,pasig city,
mm2x,,Waffle Time - Pioneer Centre Supermart,Bread,0.0,0,pasig city,
fjcp,,Oh Mango - Pasig,Takoyaki,5.0,2176,pasig city,
k76y,,Corndog 28 - AIC Grande Tower,Corndogs,5.0,930,pasig city,
pkoj,,Sushi Town - Jaena,Sushi,5.0,17,pasig city,
xpqj,,Tatay’s Lechon - Jabson Street,Lechon,4.8,301,pasig city,
q4hc,,Ramen Cool Japanese Restaurant - Pasig,Japanese,5.0,1194,pasig city,
h2wi,,Muron Republik - Bambang,Desserts,0.0,0,pasig city,
bbvv,,TA'IM FOOD HUB - PIONEER CENTER,Italian,0.0,0,pasig city,
zxd2,,Bulalo World Express - Pioneer Center,Bulalo,5.0,238,pasig city,
h6fb,,Pizza Hut - Robinsons Galleria,Pizza,4.9,397,pasig city,
m0fu,,Selecta Ice Cream - EVER PINAGBUHATAN,Ice Cream,5.0,478,pasig city,
m57e,,Mixue Ice Cream & Tea - NOVO Pasig,Milk Tea,5.0,76,pasig city,
lftp,,De Original Jamaican Pattie Shop and Juice Bar - Pioneer Center,Filipino,5.0,154,pasig city,
xzxs,,Highlands Coffee - Pearl Place,Coffee,4.9,97,pasig city,
x7dd,,Black Scoop Cafe - East Kapitolyo,Milk Tea,5.0,549,pasig city,
z10j,,Fusion Ramen - Jaena,Ramen,5.0,65,pasig city,
q3ie,,Tittos Latin BBQ & Brew - Kapitolyo,Western,2.0,273,pasig city,
za7d,,The Barbarians Cheesesteak - E Capitol Drive,American,5.0,69,pasig city,
q5uj,,Ineng's Special BBQ - Pasig,Filipino,4.9,170,pasig city,
cq2d,,HONEY DANJI KOREAN RESTAURANT INC. - Grand Emerald Tower Condominiums,Korean,5.0,116,pasig city,
dmzp,,Hellowfresco Processed Foods Production - Pasig,Noodles,0.0,0,pasig city,
exlv,,Lil' Orbits Mini Donuts - Pioneer Centre Supermarket,Donut,5.0,81,pasig city,
rhg2,,Ivan's Goto,Filipino,0.0,0,pasig city,
w9rs,,PickUpSticks - Kapitolyo,Asian,5.0,1140,pasig city,
zyor,,Taco Bell - Kravers Pasig Kawilihan,Wraps,4.9,517,pasig city,
x6c0,,Sip Up Coffee - Kapitolyo,Beverages,5.0,15,pasig city,
sboj,,HOF Siomai King - Shaw Boulevard,Asian,0.0,0,pasig city,
w8gy,,Jamba - Kapitolyo,Beverages,5.0,348,pasig city,
l7wd,,Jamie's Kebabs - Kapitolyo,Middle Eastern,5.0,890,pasig city,
p5nt,,Madeca - Podium Mall,Chicken,5.0,672,pasig city,
q2qd,,Goto Believe - Kapitolyo,Filipino,5.0,2597,pasig city,
t94d,,CUCINA by Chef J - San Antonio Pasig,Asian,0.0,0,pasig city,
lzej,,BBQ Shack - Pioneer Centre Supermarket,BBQ,5.0,106,pasig city,
kdec,,The Bistro Rooftop - Hallare Building,Coffee,0.0,0,pasig city,
nhlm,,Three Sisters of Pasig,Filipino,5.0,39,pasig city,
zm8u,,House of Sinangag - Jabson Street,Filipino,4.9,160,pasig city,
rch5,,Wing Bomb Korean Chicken Wings - Pasig,Fried Chicken,4.9,1364,pasig city,
qvfz,,House of Katsu - Pasig,Milk Tea,4.8,835,pasig city,
q7bu,,Sally's Homemade Kakanin -  Robinsons Galleria,Filipino,5.0,200,pasig city,
ddij,,Pat's Bibingkaliciuos and Puto Boombong - Pasig,Snacks,0.0,0,pasig city,
krhd,,Claire's Kitchen + Cafe - Sandoval Ave,Silog,0.0,0,pasig city,
csl7,,Mr. Korean Chicken Sandwich - Pasig,Korean,5.0,528,pasig city,
p6cj,,Wildflour Cafe + Bakery - Podium,American,5.0,1428,pasig city,
l53x,,Tropical Hut  - Shaw Boulevard,Burgers,5.0,4579,pasig city,
jy10,,Tikim Takam - Pioneer,Filipino,4.9,437,pasig city,
xdvc,,J.CO Donuts & Coffee - SM Megamall,Donut,5.0,1797,pasig city,
cgk4,,Mang Jose Lechon at Inasal - Kapitolyo,Chicken,0.0,0,pasig city,
jzl3,,Poco Deli - Kapitolyo,Pizza,4.9,153,pasig city,
n5h5,,Potato Corner - Urbano Velasco Avenue,Fries,5.0,792,pasig city,
ihrk,,Milktea Central - Karangalan Village,Milk Tea,5.0,113,pasig city,
ejs0,,Don Henrico's-  Pasig,Pasta,5.0,44,pasig city,
w9tj,,STK Lab - Kapitolyo,American,5.0,1046,pasig city,
kdm6,,Goto King - Kapitolyo,Filipino,4.9,773,pasig city,
i0u3,,Bacolod Chicken Inasal - Robinsons Gamma,Filipino,4.9,441,pasig city,
eapk,,Tealive - Glas Tower,Milk Tea,5.0,16,pasig city,
x5j9,,Earle's Delicatessen - Kapitolyo Pasig,Sandwiches,0.0,0,pasig city,
qgha,,BENTO - GO - Jaena,Rice Bowl,5.0,22,pasig city,
rd5q,,LAUAN Restaurant - Kapitolyo,Seafood,4.9,28,pasig city,
rd0p,,Geland Sugbahan,Filipino,5.0,407,pasig city,
s9sk,,Ace Coffee Lounge - Kapitolyo,Pasta,5.0,17,pasig city,
uwoh,,Man-go Juan - Pioneer Center,Beverages,0.0,0,pasig city,
cdnp,,Cafe Amazon -  Robinsons Cyber Omega,Coffee,5.0,305,pasig city,
vh4z,,House of Puto Bao - Santa Elvira Street,Snacks,5.0,44,pasig city,
sq09,,Dragon Takoyaki - Pasig,Korean,4.9,747,pasig city,
vclb,,Arm's Damascus Gril House - Greenwoods,Biryani,0.0,0,pasig city,
f6m7,,LavaRoast - D' Strip,Chicken,0.0,0,pasig city,
nq5w,,Whachop Whachop Foodhouse - Pasig,Ulam,0.0,0,pasig city,
xpxf,,K-Chicken House Korean Fried Chicken - Pasig,Japanese,4.9,793,pasig city,
ofx5,,Soy & Bean and Balai Pandesal - East Capitol Drive,Healthy,5.0,275,pasig city,
f8x5,,Ka Pedro's Food House - Kaginhawaan Street,Filipino,5.0,5763,pasig city,
l1wf,,Goto Panalo - Jabson Street,Filipino,5.0,538,pasig city,
r2wh,,ShareTea - Pioneer,Milk Tea,5.0,959,pasig city,
shx5,,Rarjap Sushi House - Jaena,Japanese,5.0,784,pasig city,
wdd5,,Dolora's Hauz of Pancit Malabon - San Rafael Street,Pancit,5.0,250,pasig city,
w9x2,,TOKYO WOK - Kapitolyo,Japanese,5.0,63,pasig city,
e1ka,,CupKo - Emerald Place Building,Rice Bowl,0.0,0,pasig city,
q1xp,,Frankie's New York Buffalo Wings - Pasig Kapitolyo,Chicken Wings,5.0,4934,pasig city,
xw3k,,PICKUP COFFEE - Robinsons Cyberscape Alpha,Coffee,4.9,19,pasig city,
q5gg,,French Baker - Pioneer,Bread,5.0,625,pasig city,
kjqs,,Elait! - Robinsons Galleria,Ice Cream,5.0,53,pasig city,
n9pf,,Ben's Cookies - Podium,Desserts,5.0,348,pasig city,
lkr9,,"Keffir - Kapitolyo, Pasig",Beverages,5.0,11,pasig city,
j24u,,Paotsin - Robinsons Supermarket Acacia Escalades,Asian,0.0,0,pasig city,
gnmo,,GoGoDak Korean Chicken - Shaw Boulevard,Korean,5.0,2114,pasig city,
mik7,,Authentic Chinese Cuisine - Jabson Street,Chinese,4.9,128,pasig city,
gqu6,,ZenTea - Pearl Drive Pasig,Milk Tea,5.0,41,pasig city,
u2vd,,MOS Burger - The Vantage at Kapitolyo,Burgers,4.9,313,pasig city,
d7zx,,Greenstop - Grand Emerald,Healthy,4.9,1054,pasig city,
ig3e,,Soul Good - Noah and Eve Center,Coffee,0.0,0,pasig city,
c8rk,,Reyes Barbecue - Ayala Malls Feliz,Chicken,5.0,123,pasig city,
yqk0,,LOVE COFFEE - Skyroc Building,Beverages,0.0,0,pasig city,
e3ay,,Driptea - Villa Cuana,Milk Tea,5.0,287,pasig city,
f492,,Tagaytay Bulalo Specials - Felix Ave Karangalan,Bulalo,4.8,20,pasig city,
grb1,,Best Bites Boneless Fried Chicken - Felix Ave Karangalan,Fried Chicken,3.0,14,pasig city,
q58x,,Takashi Japanese Cuisine - Pioneer Street,Sushi,0.0,0,pasig city,
n5u0,,Tapsiness - Pioneer Center,Filipino,4.9,74,pasig city,
t0xb,,Nitro 7 Coffee & Tea Bar - Megamall,Coffee,5.0,149,pasig city,
zant,,COKOJU Buko Shake - Pasig,Beverages,0.0,0,pasig city,
fz9j,,Buko Twist - Ayala Malls Feliz,Fruit Shake,4.9,31,pasig city,
a6dd,,D' Original Pares - Pasig,Filipino,5.0,3143,pasig city,
dtuy,,Pollens kitchen and Milkshake Bar - Bambang,Filipino,0.0,0,pasig city,
ph0g,,Haro Haro - Ayala Malls Feliz Pasig,Milk Tea,5.0,32,pasig city,
sb54,,Sushi Nori - Ayala Mall Feliz,Sushi,5.0,85,pasig city,
ylfw,,Great Mornings - Pasig,Silog,4.8,10,pasig city,
lunu,,Suki Gyouza - Ayala Malls Feliz,Snacks,0.0,0,pasig city,
wot1,,Flakes Cafe - Eulogio Amang Rodriguez Ave,Italian,0.0,0,pasig city,
owal,,Peppers Pizza - Ayala Malls Feliz,Pizza,5.0,60,pasig city,
nkn8,,The Crunch - Ayala Malls Feliz,Chicken,0.0,0,pasig city,
cyig,,Felisity Cafe - E Capitol Drive,Rice Dishes,4.8,20,pasig city,
beug,,Aunt Mango - Karangalan Village,Desserts,4.9,151,pasig city,
rzp0,,Pinoy Bento - Amang Rodriguez,Rice Bowl,4.9,46,pasig city,
k8ab,,Manang Flor's Panciteria - Barangay Pineda,Filipino,4.9,675,pasig city,
a8rg,,Siomai House - Ayala Malls Feliz,Siomai,5.0,97,pasig city,
q7qa,,Overdoughs - Eastwood,Bread,5.0,138,pasig city,
sydo,,Monster Wings - Ayala Malls Feliz,Chicken Wings,0.0,0,pasig city,
jzk3,,Kita Cafe - Pasig,Coffee,0.0,0,pasig city,
dyb0,,Ling Nam Fried Siopao - Ayala Feliz Mall,Asian,0.0,0,pasig city,
iggf,,Taho Story - Ayala Malls Feliz,Filipino,0.0,0,pasig city,
o98t,,3M Pizza - Greenwoods,Pizza,4.9,81,pasig city,
i8zq,,Zagu - Ayala Malls Feliz,Beverages,5.0,250,pasig city,
jwkd,,Goldilocks - San Joaquin,Cakes,5.0,104,pasig city,
l4af,,IceCreamHouse - Pasig San Joaquin,Ice Cream,5.0,229,pasig city,
di8c,,Candice Cafe - Pasig,Coffee,0.0,0,pasig city,
gjix,,Max's Corner Bakery - Buting,Cakes,5.0,15,pasig city,
